2023-02-08 16:56:18,775 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 0 run...4, 0.15, 3, 0... current info is hori_success:0, verti_success:0, norm_success0
2023-02-08 16:56:18,797 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 1 run...4, 0.15, 3, 1... current info is hori_success:1, verti_success:1, norm_success1
2023-02-08 16:56:18,813 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 2 run...4, 0.15, 3, 2... current info is hori_success:2, verti_success:2, norm_success2
2023-02-08 16:56:18,827 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 3 run...4, 0.15, 3, 3... current info is hori_success:3, verti_success:3, norm_success3
2023-02-08 16:56:18,851 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 4 run...4, 0.15, 3, 4... current info is hori_success:3, verti_success:4, norm_success4
2023-02-08 16:56:18,869 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 5 run...4, 0.15, 3, 5... current info is hori_success:3, verti_success:5, norm_success5
2023-02-08 16:56:18,885 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 6 run...4, 0.15, 3, 6... current info is hori_success:3, verti_success:6, norm_success6
2023-02-08 16:56:18,900 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 7 run...4, 0.15, 3, 7... current info is hori_success:3, verti_success:7, norm_success7
2023-02-08 16:56:18,913 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 8 run...4, 0.15, 3, 8... current info is hori_success:3, verti_success:8, norm_success8
2023-02-08 16:56:18,927 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 9 run...4, 0.15, 3, 9... current info is hori_success:3, verti_success:9, norm_success9
2023-02-08 16:56:18,940 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 10 run...4, 0.15, 4, 0... current info is hori_success:4, verti_success:10, norm_success10
2023-02-08 16:56:18,954 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 11 run...4, 0.15, 4, 1... current info is hori_success:5, verti_success:11, norm_success11
2023-02-08 16:56:18,967 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 12 run...4, 0.15, 4, 2... current info is hori_success:6, verti_success:12, norm_success12
2023-02-08 16:56:18,980 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 13 run...4, 0.15, 4, 3... current info is hori_success:7, verti_success:13, norm_success13
2023-02-08 16:56:18,991 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 14 run...4, 0.15, 4, 4... current info is hori_success:8, verti_success:14, norm_success14
2023-02-08 16:56:19,003 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 15 run...4, 0.15, 4, 5... current info is hori_success:9, verti_success:15, norm_success15
2023-02-08 16:56:19,014 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 16 run...4, 0.15, 4, 6... current info is hori_success:10, verti_success:16, norm_success16
2023-02-08 16:56:19,025 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 17 run...4, 0.15, 4, 7... current info is hori_success:10, verti_success:17, norm_success17
2023-02-08 16:56:19,038 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 18 run...4, 0.15, 4, 8... current info is hori_success:11, verti_success:18, norm_success18
2023-02-08 16:56:19,051 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 19 run...4, 0.15, 4, 9... current info is hori_success:12, verti_success:19, norm_success19
2023-02-08 16:56:19,066 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 20 run...4, 0.15, 5, 0... current info is hori_success:13, verti_success:20, norm_success20
2023-02-08 16:56:19,079 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 21 run...4, 0.15, 5, 1... current info is hori_success:14, verti_success:21, norm_success21
2023-02-08 16:56:19,092 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 22 run...4, 0.15, 5, 2... current info is hori_success:15, verti_success:22, norm_success22
2023-02-08 16:56:19,104 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 23 run...4, 0.15, 5, 3... current info is hori_success:16, verti_success:23, norm_success23
2023-02-08 16:56:19,117 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 24 run...4, 0.15, 5, 4... current info is hori_success:17, verti_success:24, norm_success24
2023-02-08 16:56:19,128 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 25 run...4, 0.15, 5, 5... current info is hori_success:18, verti_success:25, norm_success25
2023-02-08 16:56:19,139 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 26 run...4, 0.15, 5, 6... current info is hori_success:19, verti_success:26, norm_success26
2023-02-08 16:56:19,150 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 27 run...4, 0.15, 5, 7... current info is hori_success:20, verti_success:27, norm_success27
2023-02-08 16:56:19,176 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 28 run...4, 0.15, 5, 8... current info is hori_success:21, verti_success:28, norm_success28
2023-02-08 16:56:19,189 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 29 run...4, 0.15, 5, 9... current info is hori_success:22, verti_success:29, norm_success29
2023-02-08 16:56:19,203 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 30 run...4, 0.2, 3, 0... current info is hori_success:23, verti_success:30, norm_success30
2023-02-08 16:56:19,216 - FibCodeLogs_2023-02-08 16:56:18.678273 - INFO - Running 31 run...4, 0.2, 3, 1... current info is hori_success:24, verti_success:31, norm_success31
