2023-02-08 17:49:10,981 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 0... current info is hori_success:0, verti_success:0, norm_success0
2023-02-08 17:49:11,609 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 1... current info is hori_success:1, verti_success:1, norm_success1
2023-02-08 17:49:12,423 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 2... current info is hori_success:1, verti_success:1, norm_success2
2023-02-08 17:49:13,013 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 3... current info is hori_success:2, verti_success:2, norm_success3
2023-02-08 17:49:13,603 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 4... current info is hori_success:2, verti_success:2, norm_success4
2023-02-08 17:49:14,184 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 5... current info is hori_success:3, verti_success:2, norm_success5
2023-02-08 17:49:14,759 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 6... current info is hori_success:4, verti_success:2, norm_success6
2023-02-08 17:49:15,542 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 7... current info is hori_success:4, verti_success:2, norm_success7
2023-02-08 17:49:16,125 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 8... current info is hori_success:4, verti_success:3, norm_success8
2023-02-08 17:49:16,699 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 3, 9... current info is hori_success:5, verti_success:4, norm_success9
2023-02-08 17:49:17,480 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 4, 0... current info is hori_success:0, verti_success:0, norm_success0
2023-02-08 17:49:18,069 - FibCodeLogs_2023-02-08 17:49:10.981309 - INFO - Running 0 run...16, 0.15, 4, 1... current info is hori_success:0, verti_success:1, norm_success1
